,グラフ,順位,チーム,勝点,試合,勝,分,敗,得点,失点,得失点差,直近試合の勝敗,Unnamed: 12,Unnamed: 13,年度,カテゴリ,節,年間勝点順位,総勝点,Unnamed: 14,Unnamed: 15
5,グラフ,6,セレッソ大阪,56,33,15,11,7,48,30,18,,,272.0,2013,Ｊリーグ　ディビジョン１,33,,,,
6,グラフ,7,アルビレックス新潟,52,33,16,4,13,46,42,4,,,191.0,2013,Ｊリーグ　ディビジョン１,33,,,,
7,グラフ,8,ＦＣ東京,51,33,15,6,12,59,47,12,,,130.0,2013,Ｊリーグ　ディビジョン１,33,,,,
8,グラフ,9,清水エスパルス,50,33,15,5,13,47,55,-8,,,221.0,2013,Ｊリーグ　ディビジョン１,33,,,,
9,グラフ,10,名古屋グランパス,47,33,13,8,12,47,46,1,,,231.0,2013,Ｊリーグ　ディビジョン１,33,,,,
10,グラフ,11,ベガルタ仙台,45,33,11,12,10,41,36,5,,,41.0,2013,Ｊリーグ　ディビジョン１,33,,,,
11,グラフ,12,柏レイソル,45,33,12,9,12,54,58,-4,,,122.0,2013,Ｊリーグ　ディビジョン１,33,,,,
12,グラフ,13,サガン鳥栖,45,33,13,6,14,54,63,-9,,,412.0,2013,Ｊリーグ　ディビジョン１,33,,,,
13,グラフ,14,大宮アルディージャ,42,33,13,3,17,44,48,-4,,,112.0,2013,Ｊリーグ　ディビジョン１,33,,,,
14,グラフ,15,ヴァンフォーレ甲府,36,33,8,12,13,30,41,-11,,,151.0,2013,Ｊリーグ　ディビジョン１,33,,,,
15,グラフ,16,湘南ベルマーレ,25,33,6,7,20,34,61,-27,,Ｊ２降格,146.0,2013,Ｊリーグ　ディビジョン１,33,,,,
16,グラフ,17,ジュビロ磐田,20,33,3,11,19,37,55,-18,,Ｊ２降格,222.0,2013,Ｊリーグ　ディビジョン１,33,,,,
17,グラフ,18,大分トリニータ,14,33,2,8,23,30,64,-34,,Ｊ２降格,440.0,2013,Ｊリーグ　ディビジョン１,33,,,,
0,グラフ,1,サンフレッチェ広島,63,34,19,6,9,51,29,22,,ＡＣＬ出場,341.0,2013,Ｊリーグ　ディビジョン１,34,,,,
1,グラフ,2,横浜Ｆ・マリノス,62,34,18,8,8,49,31,18,,ＡＣＬ出場,143.0,2013,Ｊリーグ　ディビジョン１,34,,,,
2,グラフ,3,川崎フロンターレ,60,34,18,6,10,65,51,14,,ＡＣＬ出場,142.0,2013,Ｊリーグ　ディビジョン１,34,,,,
3,グラフ,4,セレッソ大阪,59,34,16,11,7,53,32,21,,,272.0,2013,Ｊリーグ　ディビジョン１,34,,,,
4,グラフ,5,鹿島アントラーズ,59,34,18,5,11,60,52,8,,,80.0,2013,Ｊリーグ　ディビジョン１,34,,,,
5,グラフ,6,浦和レッズ,58,34,17,7,10,66,56,10,,,111.0,2013,Ｊリーグ　ディビジョン１,34,,,,
6,グラフ,7,アルビレックス新潟,55,34,17,4,13,48,42,6,,,191.0,2013,Ｊリーグ　ディビジョン１,34,,,,
7,グラフ,8,ＦＣ東京,54,34,16,6,12,61,47,14,,,130.0,2013,Ｊリーグ　ディビジョン１,34,,,,
8,グラフ,9,清水エスパルス,50,34,15,5,14,48,57,-9,,,221.0,2013,Ｊリーグ　ディビジョン１,34,,,,
9,グラフ,10,柏レイソル,48,34,13,9,12,56,59,-3,,,122.0,2013,Ｊリーグ　ディビジョン１,34,,,,
10,グラフ,11,名古屋グランパス,47,34,13,8,13,47,48,-1,,,231.0,2013,Ｊリーグ　ディビジョン１,34,,,,
11,グラフ,12,サガン鳥栖,46,34,13,7,14,54,63,-9,,,412.0,2013,Ｊリーグ　ディビジョン１,34,,,,
12,グラフ,13,ベガルタ仙台,45,34,11,12,11,41,38,3,,,41.0,2013,Ｊリーグ　ディビジョン１,34,,,,
13,グラフ,14,大宮アルディージャ,45,34,14,3,17,45,48,-3,,,112.0,2013,Ｊリーグ　ディビジョン１,34,,,,
14,グラフ,15,ヴァンフォーレ甲府,37,34,8,13,13,30,41,-11,,,151.0,2013,Ｊリーグ　ディビジョン１,34,,,,
15,グラフ,16,湘南ベルマーレ,25,34,6,7,21,34,62,-28,,Ｊ２降格,146.0,2013,Ｊリーグ　ディビジョン１,34,,,,
16,グラフ,17,ジュビロ磐田,23,34,4,11,19,40,56,-16,,Ｊ２降格,222.0,2013,Ｊリーグ　ディビジョン１,34,,,,
17,グラフ,18,大分トリニータ,14,34,2,8,24,31,67,-36,,Ｊ２降格,440.0,2013,Ｊリーグ　ディビジョン１,34,,,,
0,グラフ,1,愛媛ＦＣ,3,1,1,0,0,3,1,2,,,381.0,2013,Ｊリーグ　ディビジョン２,1,,,,
1,グラフ,2,横浜ＦＣ,3,1,1,0,0,2,0,2,,,144.0,2013,Ｊリーグ　ディビジョン２,1,,,,
2,グラフ,3,カターレ富山,3,1,1,0,0,2,1,1,,,192.0,2013,Ｊリーグ　ディビジョン２,1,,,,
3,グラフ,3,ガイナーレ鳥取,3,1,1,0,0,2,1,1,,,310.0,2013,Ｊリーグ　ディビジョン２,1,,,,
4,グラフ,5,コンサドーレ札幌,3,1,1,0,0,1,0,1,,,11.0,2013,Ｊリーグ　ディビジョン２,1,,,,
5,グラフ,5,松本山雅ＦＣ,3,1,1,0,0,1,0,1,,,160.0,2013,Ｊリーグ　ディビジョン２,1,,,,
6,グラフ,5,ヴィッセル神戸,3,1,1,0,0,1,0,1,,,281.0,2013,Ｊリーグ　ディビジョン２,1,,,,
7,グラフ,5,アビスパ福岡,3,1,1,0,0,1,0,1,,,401.0,2013,Ｊリーグ　ディビジョン２,1,,,,
8,グラフ,9,京都サンガF.C.,1,1,0,1,0,3,3,0,,,261.0,2013,Ｊリーグ　ディビジョン２,1,,,,
9,グラフ,9,ガンバ大阪,1,1,0,1,0,3,3,0,,,271.0,2013,Ｊリーグ　ディビジョン２,1,,,,
10,グラフ,11,水戸ホーリーホック,1,1,0,1,0,1,1,0,,,81.0,2013,Ｊリーグ　ディビジョン２,1,,,,
11,グラフ,11,ザスパクサツ群馬,1,1,0,1,0,1,1,0,,,101.0,2013,Ｊリーグ　ディビジョン２,1,,,,
12,グラフ,11,ファジアーノ岡山,1,1,0,1,0,1,1,0,,,331.0,2013,Ｊリーグ　ディビジョン２,1,,,,
13,グラフ,11,Ｖ・ファーレン長崎,1,1,0,1,0,1,1,0,,,421.0,2013,Ｊリーグ　ディビジョン２,1,,,,
14,グラフ,15,ギラヴァンツ北九州,0,1,0,0,1,1,2,-1,,,402.0,2013,Ｊリーグ　ディビジョン２,1,,,,
15,グラフ,15,ロアッソ熊本,0,1,0,0,1,1,2,-1,,,431.0,2013,Ｊリーグ　ディビジョン２,1,,,,
16,グラフ,17,栃木ＳＣ,0,1,0,0,1,0,1,-1,,,90.0,2013,Ｊリーグ　ディビジョン２,1,,,,
17,グラフ,17,ジェフユナイテッド千葉,0,1,0,0,1,0,1,-1,,,121.0,2013,Ｊリーグ　ディビジョン２,1,,,,
18,グラフ,17,東京ヴェルディ,0,1,0,0,1,0,1,-1,,,131.0,2013,Ｊリーグ　ディビジョン２,1,,,,
19,グラフ,17,徳島ヴォルティス,0,1,0,0,1,0,1,-1,,,361.0,2013,Ｊリーグ　ディビジョン２,1,,,,
20,グラフ,21,モンテディオ山形,0,1,0,0,1,1,3,-2,,,60.0,2013,Ｊリーグ　ディビジョン２,1,,,,
21,グラフ,22,ＦＣ岐阜,0,1,0,0,1,0,2,-2,,,232.0,2013,Ｊリーグ　ディビジョン２,1,,,,
0,グラフ,1,ヴィッセル神戸,6,2,2,0,0,5,0,5,,,281.0,2013,Ｊリーグ　ディビジョン２,2,,,,
1,グラフ,2,アビスパ福岡,6,2,2,0,0,3,1,2,,,401.0,2013,Ｊリーグ　ディビジョン２,2,,,,
2,グラフ,3,ガンバ大阪,4,2,1,1,0,6,4,2,,,271.0,2013,Ｊリーグ　ディビジョン２,2,,,,
3,グラフ,4,横浜ＦＣ,4,2,1,1,0,4,2,2,,,144.0,2013,Ｊリーグ　ディビジョン２,2,,,,
4,グラフ,4,愛媛ＦＣ,4,2,1,1,0,4,2,2,,,381.0,2013,Ｊリーグ　ディビジョン２,2,,,,
5,グラフ,6,水戸ホーリーホック,4,2,1,1,0,2,1,1,,,81.0,2013,Ｊリーグ　ディビジョン２,2,,,,
6,グラフ,6,松本山雅ＦＣ,4,2,1,1,0,2,1,1,,,160.0,2013,Ｊリーグ　ディビジョン２,2,,,,
7,グラフ,6,ガイナーレ鳥取,4,2,1,1,0,2,1,1,,,310.0,2013,Ｊリーグ　ディビジョン２,2,,,,
8,グラフ,9,ジェフユナイテッド千葉,3,2,1,0,1,3,1,2,,,121.0,2013,Ｊリーグ　ディビジョン２,2,,,,
9,グラフ,10,カターレ富山,3,2,1,0,1,2,2,0,,,192.0,2013,Ｊリーグ　ディビジョン２,2,,,,
10,グラフ,11,コンサドーレ札幌,3,2,1,0,1,1,1,0,,,11.0,2013,Ｊリーグ　ディビジョン２,2,,,,
11,グラフ,11,栃木ＳＣ,3,2,1,0,1,1,1,0,,,90.0,2013,Ｊリーグ　ディビジョン２,2,,,,
12,グラフ,13,京都サンガF.C.,2,2,0,2,0,3,3,0,,,261.0,2013,Ｊリーグ　ディビジョン２,2,,,,
13,グラフ,14,ザスパクサツ群馬,2,2,0,2,0,1,1,0,,,101.0,2013,Ｊリーグ　ディビジョン２,2,,,,
14,グラフ,14,ファジアーノ岡山,2,2,0,2,0,1,1,0,,,331.0,2013,Ｊリーグ　ディビジョン２,2,,,,
15,グラフ,16,徳島ヴォルティス,1,2,0,1,1,2,3,-1,,,361.0,2013,Ｊリーグ　ディビジョン２,2,,,,
16,グラフ,17,ギラヴァンツ北九州,1,2,0,1,1,1,2,-1,,,402.0,2013,Ｊリーグ　ディビジョン２,2,,,,
17,グラフ,18,東京ヴェルディ,1,2,0,1,1,0,1,-1,,,131.0,2013,Ｊリーグ　ディビジョン２,2,,,,
18,グラフ,19,Ｖ・ファーレン長崎,1,2,0,1,1,2,4,-2,,,421.0,2013,Ｊリーグ　ディビジョン２,2,,,,
19,グラフ,20,モンテディオ山形,0,2,0,0,2,2,5,-3,,,60.0,2013,Ｊリーグ　ディビジョン２,2,,,,
20,グラフ,21,ロアッソ熊本,0,2,0,0,2,1,5,-4,,,431.0,2013,Ｊリーグ　ディビジョン２,2,,,,
21,グラフ,22,ＦＣ岐阜,0,2,0,0,2,0,6,-6,,,232.0,2013,Ｊリーグ　ディビジョン２,2,,,,
0,グラフ,1,ヴィッセル神戸,9,3,3,0,0,6,0,6,,,281.0,2013,Ｊリーグ　ディビジョン２,3,,,,
1,グラフ,2,ガイナーレ鳥取,7,3,2,1,0,5,2,3,,,310.0,2013,Ｊリーグ　ディビジョン２,3,,,,
2,グラフ,3,アビスパ福岡,6,3,2,0,1,4,3,1,,,401.0,2013,Ｊリーグ　ディビジョン２,3,,,,
3,グラフ,4,カターレ富山,6,3,2,0,1,3,2,1,,,192.0,2013,Ｊリーグ　ディビジョン２,3,,,,
4,グラフ,5,ガンバ大阪,5,3,1,2,0,6,4,2,,,271.0,2013,Ｊリーグ　ディビジョン２,3,,,,
5,グラフ,6,横浜ＦＣ,5,3,1,2,0,4,2,2,,,144.0,2013,Ｊリーグ　ディビジョン２,3,,,,
6,グラフ,7,京都サンガF.C.,5,3,1,2,0,5,4,1,,,261.0,2013,Ｊリーグ　ディビジョン２,3,,,,
7,グラフ,8,ジェフユナイテッド千葉,4,3,1,1,1,3,1,2,,,121.0,2013,Ｊリーグ　ディビジョン２,3,,,,
8,グラフ,9,愛媛ＦＣ,4,3,1,1,1,4,3,1,,,381.0,2013,Ｊリーグ　ディビジョン２,3,,,,
9,グラフ,10,松本山雅ＦＣ,4,3,1,1,1,3,3,0,,,160.0,2013,Ｊリーグ　ディビジョン２,3,,,,
10,グラフ,10,ギラヴァンツ北九州,4,3,1,1,1,3,3,0,,,402.0,2013,Ｊリーグ　ディビジョン２,3,,,,
11,グラフ,12,栃木ＳＣ,4,3,1,1,1,1,1,0,,,90.0,2013,Ｊリーグ　ディビジョン２,3,,,,
12,グラフ,13,水戸ホーリーホック,4,3,1,1,1,3,4,-1,,,81.0,2013,Ｊリーグ　ディビジョン２,3,,,,
13,グラフ,14,ファジアーノ岡山,3,3,0,3,0,2,2,0,,,331.0,2013,Ｊリーグ　ディビジョン２,3,,,,
14,グラフ,15,ザスパクサツ群馬,3,3,0,3,0,1,1,0,,,101.0,2013,Ｊリーグ　ディビジョン２,3,,,,
15,グラフ,16,モンテディオ山形,3,3,1,0,2,4,5,-1,,,60.0,2013,Ｊリーグ　ディビジョン２,3,,,,
16,グラフ,17,コンサドーレ札幌,3,3,1,0,2,1,2,-1,,,11.0,2013,Ｊリーグ　ディビジョン２,3,,,,
17,グラフ,18,ロアッソ熊本,3,3,1,0,2,3,6,-3,,,431.0,2013,Ｊリーグ　ディビジョン２,3,,,,
18,グラフ,19,東京ヴェルディ,2,3,0,2,1,1,2,-1,,,131.0,2013,Ｊリーグ　ディビジョン２,3,,,,
19,グラフ,20,徳島ヴォルティス,1,3,0,1,2,3,5,-2,,,361.0,2013,Ｊリーグ　ディビジョン２,3,,,,
20,グラフ,21,Ｖ・ファーレン長崎,1,3,0,1,2,2,6,-4,,,421.0,2013,Ｊリーグ　ディビジョン２,3,,,,
21,グラフ,22,ＦＣ岐阜,1,3,0,1,2,0,6,-6,,,232.0,2013,Ｊリーグ　ディビジョン２,3,,,,
0,グラフ,1,ヴィッセル神戸,9,4,3,0,1,7,4,3,,,281.0,2013,Ｊリーグ　ディビジョン２,4,,,,
1,グラフ,2,京都サンガF.C.,8,4,2,2,0,9,5,4,,,261.0,2013,Ｊリーグ　ディビジョン２,4,,,,
2,グラフ,3,ガイナーレ鳥取,8,4,2,2,0,6,3,3,,,310.0,2013,Ｊリーグ　ディビジョン２,4,,,,
3,グラフ,4,松本山雅ＦＣ,7,4,2,1,1,5,4,1,,,160.0,2013,Ｊリーグ　ディビジョン２,4,,,,
4,グラフ,5,ガンバ大阪,6,4,1,3,0,8,6,2,,,271.0,2013,Ｊリーグ　ディビジョン２,4,,,,
5,グラフ,6,ザスパクサツ群馬,6,4,1,3,0,2,1,1,,,101.0,2013,Ｊリーグ　ディビジョン２,4,,,,
6,グラフ,7,モンテディオ山形,6,4,2,0,2,6,6,0,,,60.0,2013,Ｊリーグ　ディビジョン２,4,,,,
7,グラフ,8,アビスパ福岡,6,4,2,0,2,5,5,0,,,401.0,2013,Ｊリーグ　ディビジョン２,4,,,,
8,グラフ,9,カターレ富山,6,4,2,0,2,3,3,0,,,192.0,2013,Ｊリーグ　ディビジョン２,4,,,,
9,グラフ,10,ジェフユナイテッド千葉,5,4,1,2,1,4,2,2,,,121.0,2013,Ｊリーグ　ディビジョン２,4,,,,
10,グラフ,11,横浜ＦＣ,5,4,1,2,1,4,3,1,,,144.0,2013,Ｊリーグ　ディビジョン２,4,,,,
11,グラフ,11,愛媛ＦＣ,5,4,1,2,1,4,3,1,,,381.0,2013,Ｊリーグ　ディビジョン２,4,,,,
12,グラフ,13,ギラヴァンツ北九州,5,4,1,2,1,4,4,0,,,402.0,2013,Ｊリーグ　ディビジョン２,4,,,,
13,グラフ,14,水戸ホーリーホック,5,4,1,2,1,4,5,-1,,,81.0,2013,Ｊリーグ　ディビジョン２,4,,,,
14,グラフ,15,ファジアーノ岡山,4,4,0,4,0,3,3,0,,,331.0,2013,Ｊリーグ　ディビジョン２,4,,,,
15,グラフ,16,徳島ヴォルティス,4,4,1,1,2,5,6,-1,,,361.0,2013,Ｊリーグ　ディビジョン２,4,,,,
16,グラフ,17,栃木ＳＣ,4,4,1,1,2,2,3,-1,,,90.0,2013,Ｊリーグ　ディビジョン２,4,,,,
17,グラフ,18,ロアッソ熊本,4,4,1,1,2,5,8,-3,,,431.0,2013,Ｊリーグ　ディビジョン２,4,,,,
18,グラフ,19,Ｖ・ファーレン長崎,4,4,1,1,2,3,6,-3,,,421.0,2013,Ｊリーグ　ディビジョン２,4,,,,
19,グラフ,20,東京ヴェルディ,3,4,0,3,1,2,3,-1,,,131.0,2013,Ｊリーグ　ディビジョン２,4,,,,
20,グラフ,21,コンサドーレ札幌,3,4,1,0,3,2,4,-2,,,11.0,2013,Ｊリーグ　ディビジョン２,4,,,,
21,グラフ,22,ＦＣ岐阜,2,4,0,2,2,0,6,-6,,,232.0,2013,Ｊリーグ　ディビジョン２,4,,,,
0,グラフ,1,ヴィッセル神戸,12,5,4,0,1,11,5,6,,,281.0,2013,Ｊリーグ　ディビジョン２,5,,,,
1,グラフ,2,ガイナーレ鳥取,9,5,2,3,0,7,4,3,,,310.0,2013,Ｊリーグ　ディビジョン２,5,,,,
2,グラフ,3,モンテディオ山形,9,5,3,0,2,8,7,1,,,60.0,2013,Ｊリーグ　ディビジョン２,5,,,,
3,グラフ,4,カターレ富山,9,5,3,0,2,4,3,1,,,192.0,2013,Ｊリーグ　ディビジョン２,5,,,,
4,グラフ,5,京都サンガF.C.,8,5,2,2,1,9,6,3,,,261.0,2013,Ｊリーグ　ディビジョン２,5,,,,
5,グラフ,6,愛媛ＦＣ,8,5,2,2,1,5,3,2,,,381.0,2013,Ｊリーグ　ディビジョン２,5,,,,
6,グラフ,7,松本山雅ＦＣ,8,5,2,2,1,6,5,1,,,160.0,2013,Ｊリーグ　ディビジョン２,5,,,,
7,グラフ,8,ガンバ大阪,7,5,1,4,0,9,7,2,,,271.0,2013,Ｊリーグ　ディビジョン２,5,,,,
8,グラフ,9,ファジアーノ岡山,7,5,1,4,0,4,3,1,,,331.0,2013,Ｊリーグ　ディビジョン２,5,,,,
9,グラフ,10,徳島ヴォルティス,7,5,2,1,2,6,6,0,,,361.0,2013,Ｊリーグ　ディビジョン２,5,,,,
10,グラフ,11,ジェフユナイテッド千葉,6,5,1,3,1,5,3,2,,,121.0,2013,Ｊリーグ　ディビジョン２,5,,,,
11,グラフ,12,アビスパ福岡,6,5,2,0,3,5,6,-1,,,401.0,2013,Ｊリーグ　ディビジョン２,5,,,,
12,グラフ,13,コンサドーレ札幌,6,5,2,0,3,3,4,-1,,,11.0,2013,Ｊリーグ　ディビジョン２,5,,,,
13,グラフ,14,ザスパクサツ群馬,6,5,1,3,1,3,5,-2,,,101.0,2013,Ｊリーグ　ディビジョン２,5,,,,
14,グラフ,15,横浜ＦＣ,5,5,1,2,2,4,4,0,,,144.0,2013,Ｊリーグ　ディビジョン２,5,,,,
15,グラフ,16,ギラヴァンツ北九州,5,5,1,2,2,5,6,-1,,,402.0,2013,Ｊリーグ　ディビジョン２,5,,,,
16,グラフ,17,栃木ＳＣ,5,5,1,2,2,3,4,-1,,,90.0,2013,Ｊリーグ　ディビジョン２,5,,,,
17,グラフ,18,水戸ホーリーホック,5,5,1,2,2,4,6,-2,,,81.0,2013,Ｊリーグ　ディビジョン２,5,,,,
18,グラフ,19,ロアッソ熊本,5,5,1,2,2,6,9,-3,,,431.0,2013,Ｊリーグ　ディビジョン２,5,,,,
19,グラフ,20,Ｖ・ファーレン長崎,5,5,1,2,2,4,7,-3,,,421.0,2013,Ｊリーグ　ディビジョン２,5,,,,
20,グラフ,21,東京ヴェルディ,4,5,0,4,1,3,4,-1,,,131.0,2013,Ｊリーグ　ディビジョン２,5,,,,
21,グラフ,22,ＦＣ岐阜,2,5,0,2,3,0,7,-7,,,232.0,2013,Ｊリーグ　ディビジョン２,5,,,,
0,グラフ,1,ヴィッセル神戸,15,6,5,0,1,13,6,7,,,281.0,2013,Ｊリーグ　ディビジョン２,6,,,,
1,グラフ,2,モンテディオ山形,12,6,4,0,2,13,8,5,,,60.0,2013,Ｊリーグ　ディビジョン２,6,,,,
2,グラフ,3,ガンバ大阪,10,6,2,4,0,12,8,4,,,271.0,2013,Ｊリーグ　ディビジョン２,6,,,,
3,グラフ,4,ファジアーノ岡山,10,6,2,4,0,5,3,2,,,331.0,2013,Ｊリーグ　ディビジョン２,6,,,,
4,グラフ,5,徳島ヴォルティス,10,6,3,1,2,8,7,1,,,361.0,2013,Ｊリーグ　ディビジョン２,6,,,,
5,グラフ,6,カターレ富山,10,6,3,1,2,5,4,1,,,192.0,2013,Ｊリーグ　ディビジョン２,6,,,,
6,グラフ,7,ジェフユナイテッド千葉,9,6,2,3,1,11,4,7,,,121.0,2013,Ｊリーグ　ディビジョン２,6,,,,
7,グラフ,8,ガイナーレ鳥取,9,6,2,3,1,8,7,1,,,310.0,2013,Ｊリーグ　ディビジョン２,6,,,,
8,グラフ,9,京都サンガF.C.,8,6,2,2,2,10,8,2,,,261.0,2013,Ｊリーグ　ディビジョン２,6,,,,
9,グラフ,10,栃木ＳＣ,8,6,2,2,2,6,4,2,,,90.0,2013,Ｊリーグ　ディビジョン２,6,,,,
10,グラフ,11,愛媛ＦＣ,8,6,2,2,2,5,4,1,,,381.0,2013,Ｊリーグ　ディビジョン２,6,,,,
11,グラフ,12,松本山雅ＦＣ,8,6,2,2,2,7,7,0,,,160.0,2013,Ｊリーグ　ディビジョン２,6,,,,
12,グラフ,13,Ｖ・ファーレン長崎,8,6,2,2,2,7,8,-1,,,421.0,2013,Ｊリーグ　ディビジョン２,6,,,,
13,グラフ,14,東京ヴェルディ,7,6,1,4,1,6,4,2,,,131.0,2013,Ｊリーグ　ディビジョン２,6,,,,
14,グラフ,15,アビスパ福岡,7,6,2,1,3,6,7,-1,,,401.0,2013,Ｊリーグ　ディビジョン２,6,,,,
15,グラフ,16,水戸ホーリーホック,6,6,1,3,2,5,7,-2,,,81.0,2013,Ｊリーグ　ディビジョン２,6,,,,
16,グラフ,17,ロアッソ熊本,6,6,1,3,2,7,10,-3,,,431.0,2013,Ｊリーグ　ディビジョン２,6,,,,
17,グラフ,18,コンサドーレ札幌,6,6,2,0,4,4,7,-3,,,11.0,2013,Ｊリーグ　ディビジョン２,6,,,,
18,グラフ,19,ザスパクサツ群馬,6,6,1,3,2,3,8,-5,,,101.0,2013,Ｊリーグ　ディビジョン２,6,,,,
19,グラフ,20,横浜ＦＣ,5,6,1,2,3,5,9,-4,,,144.0,2013,Ｊリーグ　ディビジョン２,6,,,,
20,グラフ,21,ギラヴァンツ北九州,5,6,1,2,3,6,12,-6,,,402.0,2013,Ｊリーグ　ディビジョン２,6,,,,
21,グラフ,22,ＦＣ岐阜,2,6,0,2,4,0,10,-10,,,232.0,2013,Ｊリーグ　ディビジョン２,6,,,,
0,グラフ,1,ヴィッセル神戸,18,7,6,0,1,14,6,8,,,281.0,2013,Ｊリーグ　ディビジョン２,7,,,,
1,グラフ,2,ファジアーノ岡山,13,7,3,4,0,8,5,3,,,331.0,2013,Ｊリーグ　ディビジョン２,7,,,,
2,グラフ,3,ジェフユナイテッド千葉,12,7,3,3,1,13,4,9,,,121.0,2013,Ｊリーグ　ディビジョン２,7,,,,
3,グラフ,4,モンテディオ山形,12,7,4,0,3,13,9,4,,,60.0,2013,Ｊリーグ　ディビジョン２,7,,,,
4,グラフ,5,京都サンガF.C.,11,7,3,2,2,13,8,5,,,261.0,2013,Ｊリーグ　ディビジョン２,7,,,,
5,グラフ,6,ガンバ大阪,11,7,2,5,0,12,8,4,,,271.0,2013,Ｊリーグ　ディビジョン２,7,,,,
6,グラフ,7,栃木ＳＣ,11,7,3,2,2,8,5,3,,,90.0,2013,Ｊリーグ　ディビジョン２,7,,,,
7,グラフ,8,松本山雅ＦＣ,11,7,3,2,2,9,8,1,,,160.0,2013,Ｊリーグ　ディビジョン２,7,,,,
8,グラフ,9,Ｖ・ファーレン長崎,11,7,3,2,2,9,9,0,,,421.0,2013,Ｊリーグ　ディビジョン２,7,,,,
9,グラフ,10,ガイナーレ鳥取,10,7,2,4,1,8,7,1,,,310.0,2013,Ｊリーグ　ディビジョン２,7,,,,
10,グラフ,11,徳島ヴォルティス,10,7,3,1,3,9,9,0,,,361.0,2013,Ｊリーグ　ディビジョン２,7,,,,
11,グラフ,12,カターレ富山,10,7,3,1,3,6,6,0,,,192.0,2013,Ｊリーグ　ディビジョン２,7,,,,
12,グラフ,13,東京ヴェルディ,8,7,1,5,1,6,4,2,,,131.0,2013,Ｊリーグ　ディビジョン２,7,,,,
13,グラフ,14,愛媛ＦＣ,8,7,2,2,3,5,5,0,,,381.0,2013,Ｊリーグ　ディビジョン２,7,,,,
14,グラフ,15,アビスパ福岡,8,7,2,2,3,6,7,-1,,,401.0,2013,Ｊリーグ　ディビジョン２,7,,,,
15,グラフ,16,ギラヴァンツ北九州,8,7,2,2,3,7,12,-5,,,402.0,2013,Ｊリーグ　ディビジョン２,7,,,,
16,グラフ,17,ロアッソ熊本,7,7,1,4,2,7,10,-3,,,431.0,2013,Ｊリーグ　ディビジョン２,7,,,,
17,グラフ,18,水戸ホーリーホック,6,7,1,3,3,6,9,-3,,,81.0,2013,Ｊリーグ　ディビジョン２,7,,,,
18,グラフ,19,コンサドーレ札幌,6,7,2,0,5,6,10,-4,,,11.0,2013,Ｊリーグ　ディビジョン２,7,,,,
19,グラフ,20,横浜ＦＣ,6,7,1,3,3,5,9,-4,,,144.0,2013,Ｊリーグ　ディビジョン２,7,,,,
20,グラフ,21,ザスパクサツ群馬,6,7,1,3,3,3,10,-7,,,101.0,2013,Ｊリーグ　ディビジョン２,7,,,,
21,グラフ,22,ＦＣ岐阜,2,7,0,2,5,0,13,-13,,,232.0,2013,Ｊリーグ　ディビジョン２,7,,,,
0,グラフ,1,ヴィッセル神戸,19,8,6,1,1,14,6,8,,,281.0,2013,Ｊリーグ　ディビジョン２,8,,,,
1,グラフ,2,ガンバ大阪,14,8,3,5,0,13,8,5,,,271.0,2013,Ｊリーグ　ディビジョン２,8,,,,
2,グラフ,3,ファジアーノ岡山,14,8,3,5,0,8,5,3,,,331.0,2013,Ｊリーグ　ディビジョン２,8,,,,
3,グラフ,4,Ｖ・ファーレン長崎,14,8,4,2,2,10,9,1,,,421.0,2013,Ｊリーグ　ディビジョン２,8,,,,
4,グラフ,5,ジェフユナイテッド千葉,13,8,3,4,1,13,4,9,,,121.0,2013,Ｊリーグ　ディビジョン２,8,,,,
5,グラフ,6,モンテディオ山形,12,8,4,0,4,13,10,3,,,60.0,2013,Ｊリーグ　ディビジョン２,8,,,,
6,グラフ,7,東京ヴェルディ,11,8,2,5,1,9,4,5,,,131.0,2013,Ｊリーグ　ディビジョン２,8,,,,
7,グラフ,8,京都サンガF.C.,11,8,3,2,3,13,9,4,,,261.0,2013,Ｊリーグ　ディビジョン２,8,,,,
8,グラフ,9,栃木ＳＣ,11,8,3,2,3,8,6,2,,,90.0,2013,Ｊリーグ　ディビジョン２,8,,,,
9,グラフ,10,愛媛ＦＣ,11,8,3,2,3,7,5,2,,,381.0,2013,Ｊリーグ　ディビジョン２,8,,,,
10,グラフ,11,松本山雅ＦＣ,11,8,3,2,3,10,10,0,,,160.0,2013,Ｊリーグ　ディビジョン２,8,,,,
11,グラフ,12,アビスパ福岡,11,8,3,2,3,8,8,0,,,401.0,2013,Ｊリーグ　ディビジョン２,8,,,,
12,グラフ,13,カターレ富山,11,8,3,2,3,6,6,0,,,192.0,2013,Ｊリーグ　ディビジョン２,8,,,,
13,グラフ,14,徳島ヴォルティス,10,8,3,1,4,10,11,-1,,,361.0,2013,Ｊリーグ　ディビジョン２,8,,,,
14,グラフ,15,ガイナーレ鳥取,10,8,2,4,2,8,10,-2,,,310.0,2013,Ｊリーグ　ディビジョン２,8,,,,
15,グラフ,16,水戸ホーリーホック,9,8,2,3,3,7,9,-2,,,81.0,2013,Ｊリーグ　ディビジョン２,8,,,,
16,グラフ,17,コンサドーレ札幌,9,8,3,0,5,8,11,-3,,,11.0,2013,Ｊリーグ　ディビジョン２,8,,,,
